label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.28536741888661477,-0.13244956696271237,-0.09132089149606595,0.4428727866292212,-0.4891326299815418,-0.0833912153393894,0.4444665709380932,-0.8021380509348875,-0.07137046659125171,0.40447036759625576,-1.0,-0.031931470913362396,0.25994311893212163,-0.6913759067750102,0.01989783894644944,0.22985973513741145,-0.9069179206156677,-0.10121342215766184,0.2310898704291707,-0.6712126177636567,-0.14311221961751028,0.23858889066915986,-0.5672832175583822,-0.14715898517437634,0.08967946831896868,-0.6702996602126298,0.02868747516659087,0.06410024531081417,-0.8679222032483309,-0.11932761127646888,0.09885472554509707,-0.5934455310113148,-0.1325502544284441,0.11441617385400789,-0.5114372635230992,-0.09583165780233772,-0.06999234069897424,-0.626734192138312,0.009202914761742585,-0.10510308191978031,-0.8001645444125819,-0.15131189022414035,-0.05156332137205541,-0.5256130331176084,-0.09388347361388497,-0.032177298296472416,-0.43802245995137545,-0.00598270229855666,-0.23788900166444998,-0.5655826169904513,-0.01728947288083442,-0.23648161003572027,-0.6911199763718374,-0.10946596512061064,-0.19565225115265966,-0.4962017909150121,-0.06284883858287808,-0.18626313581969325,-0.4227462685792755,0.001228528418753998
A,0.0,0.0,0.0,0.24352502623212605,-0.1747000108853455,-0.07754729510061464,0.3129609663073539,-0.5366016129213388,-0.06701461838303444,0.24199062614975766,-0.8241481883571723,-0.05536529034464152,0.15433879976334658,-1.0,-0.022383190316877775,0.08961313437575434,-0.6851265930102739,0.024995307295295487,0.014818857954913766,-0.8874486406827502,-0.09202596516045514,0.06192810935335822,-0.678757498407504,-0.13527103703987176,0.09640908129129329,-0.5574091899223715,-0.13608003002532842,-0.0703464063849723,-0.6280660343529941,0.03164569815591937,-0.1385380925383347,-0.8194708254394194,-0.1035028886171294,-0.05297377298862109,-0.572970341714234,-0.11724900772460224,-0.007500659069310742,-0.4709463012229725,-0.08042582409571714,-0.21907302665864478,-0.5463320444002013,0.012215866320331004,-0.2923999496094118,-0.7191799343165576,-0.13282120886488388,-0.1810331360369092,-0.47705399186968095,-0.08131995265820774,-0.12973480563098144,-0.37577524730248574,0.0013307002952191562,-0.37019395039417957,-0.4416183562283245,-0.012813215877425815,-0.3909071006365203,-0.5821760750779736,-0.09489153375631117,-0.3066272296195255,-0.4137852282414563,-0.05012619662137191,-0.2713174036660821,-0.33288153775352486,0.011631670243680826
A,0.0,0.0,0.0,0.3327238344815637,-0.0643982846785339,-0.11536660854418676,0.6184339258787428,-0.41906118129988357,-0.11429271407166286,0.7041897296898046,-0.770173927045252,-0.10317793713889474,0.732565262962899,-1.0,-0.05993929868814532,0.44887760356356704,-0.6964873459427797,-0.004762905874045936,0.5018027569904643,-0.9233051813151562,-0.12526711656815048,0.43168094104375715,-0.6706109861729164,-0.16391061319389763,0.39962142432350695,-0.5917612853509224,-0.17248754967483962,0.25639871757719995,-0.7162625730532957,0.008409046943290971,0.3018175292624621,-0.9507024794639746,-0.1426469348534057,0.26710453331009093,-0.6350626063896527,-0.15362217668352957,0.24985823490308692,-0.5610718244453716,-0.11804471645839858,0.06810050306037502,-0.7047104456947187,-0.006279603355228734,0.09635141997477127,-0.932793206229475,-0.17641339286941057,0.0961390521072804,-0.6116311761295884,-0.10594117981585688,0.08320126720288347,-0.5190216700803957,-0.010825924454687334,-0.1385421874101008,-0.682462113796262,-0.02922779087431123,-0.09931864541162304,-0.8138192761297068,-0.13742672398909744,-0.07487626247299156,-0.5985050513402282,-0.08496523656613346,-0.08227391873749475,-0.5294991870642295,-0.015055700027734969
A,0.0,0.0,0.0,0.28012890463508666,-0.18057705435002067,-0.07419444542492477,0.4221572718270183,-0.5159090144311659,-0.0669933065429796,0.4087591697032045,-0.8019014815740643,-0.06260906848762968,0.36734948707348264,-1.0,-0.03485623840835921,0.21472380325157917,-0.6939709501879608,0.04258675364897126,0.2088161348318928,-0.9096814279258925,-0.07337334086627233,0.21742688273355704,-0.6874412321773659,-0.11726033058370605,0.21422109199988462,-0.5809788147407485,-0.12301410903021652,0.05531055609502841,-0.6701003980348232,0.03997505572759756,0.05369654411552624,-0.8822636548057416,-0.10255279664498804,0.08865997346434512,-0.6153242205151378,-0.12346394125949996,0.09085469325359817,-0.5186042822393785,-0.09283812403824451,-0.10204377421618867,-0.6210865918027901,0.01136759943241003,-0.11473353779888666,-0.8209394919768102,-0.14723013996684822,-0.05792656545942256,-0.5507743171395333,-0.09653533665277567,-0.04885348665045043,-0.4465562536654777,-0.011810798991194204,-0.2699867682264376,-0.5468418003864975,-0.022168016504546157,-0.24651443116593438,-0.6947718270182961,-0.11631058127834412,-0.1951234124275317,-0.5127916758804357,-0.06886360151178096,-0.19361161319475825,-0.427527256732461,-0.0026581793632972743
A,0.0,0.0,0.0,0.25470909121741214,-0.15786803967246266,-0.07843561403079165,0.3769929498498187,-0.5124427943692066,-0.07058948021995867,0.35506594412872566,-0.8064689791272313,-0.062229436352593065,0.3277524413741646,-1.0,-0.026563800548704247,0.18612560756142385,-0.7075058874901169,0.018263917169196477,0.17864685233899225,-0.9074508810568018,-0.08969257727292806,0.1911387179579577,-0.6695277077685193,-0.12006265981437367,0.18387776277495269,-0.5906838815252574,-0.1222098714439419,0.026376750614185512,-0.6761822143745906,0.017350337747431735,0.019456803522107498,-0.8623235607709804,-0.11805415660407527,0.06472322967252625,-0.5866824019687852,-0.1241944881900623,0.05897452746400205,-0.5301040988801581,-0.09038496015373898,-0.12614273480540017,-0.6184432119517639,-0.008143993158658823,-0.14197409504348582,-0.8007149776476747,-0.1626638838399967,-0.07622937788677789,-0.5288897179304015,-0.09836046241864742,-0.07830642716787879,-0.45654438775402056,-0.011616539225221906,-0.292035036660357,-0.5447167327662407,-0.03879859687387176,-0.2660567382350884,-0.6773543601342199,-0.1262757106471011,-0.20661163550342015,-0.4950267401216289,-0.06972242011774633,-0.21357874610768543,-0.4296147641930376,-0.0020468613957291305
A,0.0,0.0,0.0,0.2767706089491775,-0.09562259596124371,-0.09059605484721181,0.4307458723883053,-0.4880638629130854,-0.08410512858941642,0.429084048624629,-0.819193689796356,-0.06580819244368317,0.47614530668804805,-1.0,-0.01907580457643771,0.24609125562515527,-0.6656716090984707,-0.017970658269081587,0.23078599133868752,-0.8784021129313868,-0.1214911988402348,0.22517233567802467,-0.6358899749314202,-0.14553798468400952,0.2238542898167613,-0.552897470142797,-0.14685424363800012,0.06650938039854949,-0.6314436884994071,-0.004516770419993401,0.05017226362531206,-0.8499814104001462,-0.14172355730997352,0.08677838487792253,-0.5643678008532194,-0.14110433629778854,0.09347865308693995,-0.4842457608507062,-0.0998468449772583,-0.09349289070295203,-0.5776607769818675,-0.01375480721990763,-0.12434396005167044,-0.7694696516856588,-0.15540834167926154,-0.054826119511816936,-0.49919721749716545,-0.08381135526955598,-0.04472127416864139,-0.41899932039881466,0.0034570067427984624,-0.2653975782218659,-0.5213175155532985,-0.029124688379045558,-0.2621618926460696,-0.6365625437720229,-0.11073846271052608,-0.20132738389281785,-0.4493996856196043,-0.06013234448412954,-0.1950001181664487,-0.3963720018145755,-0.0005376386508572097
A,0.0,0.0,0.0,0.3000903764522303,-0.14085852678130384,-0.07873094667625154,0.46566979844377077,-0.48254411717202106,-0.07253082850072883,0.4500028176326745,-0.7955006414535306,-0.06378581476742212,0.4636981629270747,-1.0,-0.027335313308383537,0.2550117904369783,-0.700913243085777,0.0004375860338609657,0.2857444998984945,-0.9114765244041179,-0.10227399921932419,0.2901178430656409,-0.6698230833201098,-0.11709661126384326,0.2586645741519574,-0.580400617851436,-0.10748339972612081,0.08324736999336736,-0.6732970239904328,-0.0015554438489221994,0.1198404017401888,-0.8796671609509593,-0.1323751802318281,0.154072870347163,-0.5801852281068173,-0.1324604165675475,0.12257468436029953,-0.5120540447883345,-0.0958066333003244,-0.08379580627796854,-0.6172168202531908,-0.026175441891463265,-0.047603491412350755,-0.8080694052484362,-0.1869713079557067,0.006647255260307997,-0.5193586690776485,-0.12691200857716564,-0.02160558376986991,-0.446219408938474,-0.04162585219006395,-0.2687268237923261,-0.5450853058923419,-0.05334532888729859,-0.1967414962313279,-0.6898509106848167,-0.14922241313970283,-0.14093957793041462,-0.5058591433595,-0.0953837452456958,-0.17325222480983338,-0.4434999807835094,-0.02953129656374665
A,0.0,0.0,0.0,0.31473791722923633,-0.09548759629630163,-0.09624208797038807,0.5176453528579499,-0.45144405588915454,-0.09205397651111957,0.5247429424312532,-0.7879430433731923,-0.08049836557873721,0.546016318488083,-1.0,-0.0408048528561806,0.32640591959163806,-0.6966525198232115,-0.0094913047413883,0.3649487749060441,-0.9136075001312133,-0.11381701731071785,0.34533290852975024,-0.6673757291563122,-0.13612869062416766,0.3127986509212422,-0.5714433527487255,-0.13315859479876369,0.14154629713676087,-0.6865753414031418,-0.0027433573570300345,0.17939677182223535,-0.9024174956352433,-0.12951811494170387,0.1954376320382308,-0.5961689981756508,-0.13312617464508245,0.16822159332997486,-0.5182371418667765,-0.10046842174301734,-0.03765579737094292,-0.6473373529527863,-0.01983597093328921,-0.00236778160508318,-0.8522219644179665,-0.17389799763110592,0.038505446241755066,-0.5520276687009987,-0.11108846179574787,0.013262079267572896,-0.46695906215079525,-0.026721021220028503,-0.23384611496458618,-0.591138166030848,-0.04200861722856803,-0.16640080993770137,-0.7368174775687881,-0.1398762758466331,-0.12398217451432483,-0.5417535609152011,-0.08807443783504917,-0.15493949582954525,-0.47454547194766833,-0.023706738664423323
A,0.0,0.0,0.0,0.25704208258705386,-0.19488562482902147,-0.08450376839802617,0.37397930631298626,-0.5252896698788255,-0.08476504487294785,0.3519562337479001,-0.8066499585131959,-0.0855015652506652,0.33354178203702467,-1.0,-0.05988191510100165,0.16933847356741585,-0.6858469249916986,0.03723720785652761,0.16572623707375667,-0.8906642328450536,-0.07380533718676302,0.18707084553057782,-0.6572613604853677,-0.10965496061525591,0.18125631241464366,-0.5668007200439619,-0.11351092045188219,0.013416042858088544,-0.653949434750602,0.03993185952821585,0.01505456558224955,-0.8422914965743146,-0.09794746026366156,0.06539612387499777,-0.5771334731912299,-0.11415938272840044,0.058505353140302495,-0.5128145440160237,-0.0844549107407,-0.1371932056817647,-0.5971290227644381,0.015419839587432581,-0.1478425931366124,-0.7672559715874545,-0.14003982416607438,-0.07837238799958633,-0.5119699731778041,-0.09029860159608319,-0.08278644571210418,-0.4412514685212061,-0.01001086847706511,-0.30085358335125645,-0.5202103345077959,-0.01435011767889941,-0.2783480621900619,-0.655702488171409,-0.10047491851964192,-0.21803411834360112,-0.4833505918083966,-0.05130888835616983,-0.22930656554928341,-0.4162084862779837,0.012572917320756308
A,0.0,0.0,0.0,0.32455424235435265,-0.14040694347227678,-0.08168606268878471,0.5152567855066146,-0.47261577678097444,-0.07471272561312511,0.522758730960292,-0.7871397603569167,-0.06828323845944606,0.5410317892594853,-1.0,-0.03491487953086334,0.31886506287280675,-0.7069617046142768,0.027493885090234753,0.35932152698414704,-0.9180605394126197,-0.0864745100585831,0.3490847309062277,-0.6761290389372561,-0.11532723447018761,0.3154467008959152,-0.5805265982196727,-0.11252547203006819,0.14953881388579424,-0.6911393715537575,0.02514366057941642,0.191678347057433,-0.8995807137528765,-0.12019511760378003,0.20278454380908614,-0.6013162942457707,-0.132363283309846,0.16725828780521193,-0.520858771853642,-0.09804478306626888,-0.01907643145417558,-0.6520662644816236,-0.003020280397129431,0.01738283710125389,-0.8490255477034444,-0.1812370482415265,0.047885422699777816,-0.5444284104680074,-0.1257240092444546,0.018174707204188952,-0.45277128654160165,-0.03530003766044407,-0.21245901318767402,-0.5920555321340635,-0.03403891133335133,-0.13992254995056563,-0.73786310102728,-0.14618208665884458,-0.09975331704884599,-0.5371629677644221,-0.09560328183745534,-0.13221113391910708,-0.46128642081960397,-0.02486826305297134
